,Review_Page_Number,Ratings,Title,Posting_Date,Used_For,Review_Body,Whether_Recommended
204,222,5,love it,2023-04-29 13:08:00,4 months,love them works great even after daily use for years,1
205,222,4,Fits good,2023-07-16 14:46:00,less than 1 week,Brought these for my son. He likes the way they fit in his ears.,1
206,222,4,Cool,2023-06-10 12:35:00,3 weeks,"Still getting use to these.  I was hoping the charge time would last longer, but overall they are cool.",1
207,222,4,air pods,2023-07-15 12:19:00,3 weeks,work well but no noise cancelling feature which is what i needed,1
208,222,4,Same old air pods,2023-07-07 21:28:00,3 weeks,Nothing fancy here. They replaced some old ones and serve their purpose.,1
209,222,5,great headphones,2023-04-28 16:45:00,3 weeks,great headphones verry Good I recommend to everyone,1
210,222,5,Great Product,2023-04-24 08:47:00,5 months,Great product!  Totally noise free listening pleasure!,1
211,222,5,My AirPods,2023-04-21 17:01:00,1 month,Brought for my morning walks and the job. I just love it,1
212,222,4,Great earbuds. Great fit. Good sound. High priced.,2023-07-27 12:41:00,1 year,Great earbuds. Great fit. Good sound. High priced.,1
213,222,4,best budget earphones,2023-07-10 19:31:00,2 months,very very good for the price point and good also with iphone devices,1
214,222,4,AirPods,2023-07-19 21:58:00,1.5 years,These AirPods lasted me 3 years and they worked very nice.,1
215,222,5,SUPER GOOD.,2023-04-17 20:55:00,3 months,WORKING GREAT!! I BROUGHT FOR MY FAMILY AND THEY LOVE IT!!,1
216,222,5,great !,2023-04-13 11:47:00,Not Available,I would def recommend them to anyone who has an apple product,1
217,222,5,Great,2023-04-20 01:58:00,1 year,AirPods work great. On my 3rd pair. Best headphones out!,1
218,222,5,Love my airpods,2023-04-22 14:30:00,1 week,they are so awesome! I would recommend them to anyone.,1
219,222,4,AirPod,2023-07-16 23:51:00,4 months,It sound great and feel good and it’s a good product to have,1
220,2919,5,Good sound and charges insanely quick.,2020-07-13 10:09:00,11 months,"Good sound and can’t be bothered by wires, just make sure you don’t loose an ear piece!",1
221,2919,5,Airpods,2020-07-03 16:12:00,1 week,These are coming in handy for conference calls while working from home!  Sound is great!,1
222,2919,5,Great War pods,2020-09-25 15:53:00,1 month,Easy ti use and good sound. Yet you need to keep track of them. They are small.,1
223,2919,5,My son loves them,2020-08-29 09:04:00,1 month,Easy to use.  Small and very easy to put in a pocket so they don’t get left behind,1
224,2919,5,Amazing,2021-05-14 19:14:00,1 month,Air buds are amazing quality and sound. Must buy!.,1
225,2919,5,Airpods,2021-05-14 15:37:00,1 month,Great buy for my money. Would definitely recommend,1
226,2919,5,Air pods,2020-12-12 01:26:00,7 months,"Great sound, and great quality! Apple keeps getting better and better.",1
227,2919,5,Great sound,2020-01-17 19:07:00,1 month,Love that there is no more wires to get in the way or be tangled up and the sound quality is really good,1
228,2919,5,Airpods,2021-01-29 16:14:00,3 weeks,In love with the AirPods sounds amazing and comfortable to wear.,1
229,2919,5,Apple AirPods Pro,2021-01-29 15:59:00,Not Available,Great quality and sound I would 100% recommend it to a new buyer,1
230,2919,5,Nice apple product,2020-01-17 16:42:00,3 weeks,"Nice sound quality and comfortable fit, expected them to get loose like other ear buds but they stay put",1
231,2919,5,Nice,2021-05-14 12:29:00,1 week,"Good headphones! Love them, easy to use and setup.",1
232,2919,5,Live these wireless air pods,2020-03-01 21:32:00,2 weeks,These work really well with the iPhone. Easy to charge and take with you.   I even got them on sale.,1
233,2919,5,Good sound,2020-12-11 20:52:00,2 months,Good sound.  Can track location on iPhone.  It’s apple.  It works well,1
234,2919,5,Good sound,2020-09-07 01:04:00,1 month,"It’s good and comfortable for me. I like it and bought for my daughter too
Thanks",1
235,2919,5,Easy setup and great sound,2020-07-31 16:26:00,1 month,Simple out of the box setup. Very good sound quality. Should have gotten them sooner.,1
236,2919,5,Awesome AirPods,2020-07-31 15:55:00,1 month,Love them! Very convenient and easy to use. I would recommend everyone to get a pair.,1
237,2919,5,Love the sound,2019-09-20 16:25:00,1 month,"I work outside around a lot of loud equipment and these work great, even with some sweat. I use them all the time.",1
238,2919,5,Great buy,2020-11-16 03:26:00,8 months,"My daughter loves it, its a great product. Sounds great and good quality.",1
239,2919,5,AirPods are performing great,2020-06-12 21:06:00,3 weeks,The AirPods look and work great. Quick charge and the charge lasts an extremely long time.,1
240,2706,5,Great for working out,2021-01-05 09:14:00,1 month,Sounds amazing and came super quick!  These are perfect for working out.  They stay securely in your ears.,1
241,2706,5,Love them,2021-10-29 16:17:00,1 month,This the best thing I could of brought and for the prices,1
242,2706,5,Airpods,2021-01-05 07:20:00,1 month,"Absolutely love this item.
It’s loud and very clear
I also like when you take an AirPod out the music stop",1
243,2706,5,Highly recommended,2021-06-05 14:17:00,1 week,"The best purchase that I’ve made, makes your life easier when you have a lot calls.",1
244,2706,5,Great Bluetooth headset,2020-03-27 22:07:00,1 week,"I love the quality of my headphones. I use it for phone usage, while working out, and even on my video conferences. Great value for my money!",1
245,2706,5,Better sound than expected,2020-05-29 16:11:00,3 weeks,"I had doubts before buying, was always thinking is it necessary to have one but its useful, good sound, easy connect, movement freedom",1
246,2706,5,Apple the best,2021-06-05 10:52:00,5 months,Bought as a gift for my cousin last Christmas and she has been loving it ever since,1
247,2706,5,Workout necessity,2020-10-31 02:11:00,6 months,Absolutely love it! I use this while I run on the treadmill. It surprisingly doesn’t fall out. Great sound quality.,1
248,2706,5,AirPods,2020-12-21 15:07:00,1 week,"Good price, good quality. I just didn't like how difficult it is to take out the box while having long nails",1
249,2706,5,Perfect gift!,2020-01-11 05:59:00,3 weeks,I purchased this for my daughter. She was thrilled to receive them and has not taken them out of her ears other than charge. We could not be happier.,1
250,2706,5,Excellent product,2021-07-16 22:14:00,3 weeks,Great product the sound is perfect and the quality is great highly recommend,1
251,2706,5,Better than previous model,2019-09-30 10:33:00,1 month,Got these to substitute the older model. Definitely better and longer battery life. Didn't bother getting wireless charging ones as it wasn't a big difference.,1
252,2706,5,Headsets,2021-12-03 17:09:00,1 year,Great brand at a good price. Works well with iPad.,1
253,2706,5,easy to connect,2021-01-18 17:58:00,1 month,Easy to connect and are great buy for the money. Highly recommend.,1
254,2706,5,Great choice!!!,2020-01-20 07:22:00,1 month,Easy to use and works well.  I purchased for my daughter and she loves them.  It's probably best that you also purchase a protective case as well!!!,1
255,2706,5,EarPods,2021-04-02 22:19:00,3 weeks,"Love the brand Apple , my new EarPods are amazing..great sound when  liste my music favorite.",1
256,2706,5,Apple air pods,2021-08-30 21:21:00,1 month,Sound is clear hands free able to set up Doesn't take long to charge,1
257,2706,5,AirPods!!!!,2020-05-01 16:11:00,10 months,That truth is that sometimes they feel uncomfortable in your ears but the quality of the sound and the durability makes them the number 1,1
258,2706,5,Cute,2021-09-10 16:29:00,3 weeks,"Very cute and tiny 
Good sound quality
And can fit in small purses",1
259,2706,5,#1 headset,2020-11-13 15:37:00,4 months,I love these so I had to get another pair after I dropped my first 1 in water. Great clarity & noise cancellation,1
260,1104,5,Great,2020-11-02 19:57:00,1 month,"Love these great for a work out , fit perfectly in my ear without falling out",1
261,1104,5,Grandson,2021-04-02 15:55:00,1 month,Grandson loves them. Wears them everyday.  Charges quickly,1
262,1104,5,loving the aipods,2019-06-19 19:47:00,1 month,These were a gift for my son for his birthday. He loves them! I don't have to listen to his music but he can still enjoy it!,1
263,1104,5,Apple,2021-05-08 15:58:00,3 weeks,Apple AirPod I recommend because is excellent product,1
264,1104,5,Happywithmybuds,2021-01-31 19:20:00,5 months,"Love these earbuds, I’m so happy I got them, I use them everyday!!",1
265,1104,5,Yess,2020-10-16 06:50:00,Not Available,The airpods it’s a great Bluetooth headphones! I’m so happy with this purchase.,1
266,1104,5,great for hands free listening.,2020-02-04 09:34:00,1 month,was given to my wife for a gift. she loves it. helps her hear her music and also answer calls hands free.,1
267,1104,5,Airpods,2021-03-03 12:33:00,Not Available,These AirPods are amazing! They work very well. Good purchase.,1
268,1104,4,Good quality,2021-09-10 18:34:00,2 weeks,"All works fine, I’m not sure if it’s just mine but the button on the backside of the AirPod case seems to not do anything ??",1
269,1104,5,Air Pods rock,2020-05-09 09:06:00,1 month,Thumbs up! Apple is consistent in designing quality products that exceed   Performance standards,1
270,1104,5,Great ear phone for every day life,2020-11-02 10:17:00,3 weeks,I love airpods. I never thought I need it but it actually works great for me.,1
271,1104,5,Needed item for 20+,2021-01-15 17:23:00,Not Available,Requested present for my 25 year old granddaughter. Happy Chanukah!!,1
272,1104,5,Airpods,2021-01-15 17:05:00,1 month,Our daughter is very happy with her present just keep away from dogs,1
273,1104,5,Great for school,2019-08-22 21:19:00,less than 1 week,I have got this product for my daughter to uses for tests and projects at school. It is so ease and comfortable to use!,1
274,1104,5,Airpods,2021-01-15 16:36:00,3 weeks,Excellent product..I love them! Definitely would recommend to others,1
275,1104,5,Apple earpods,2020-12-30 11:20:00,1 month,Very comfortable and convenient. I will encourage anyone to buy a set.,1
276,1104,5,Product good,2020-05-08 21:58:00,Not Available,My purchase was supposed to come with 4 months free of Apple Music and I have yet to receive it.,1
277,1104,5,Love my airpods,2020-05-08 21:17:00,Not Available,These are perfect for listening to my professors online and canceling out most background noise!,1
278,1104,5,Great to listen to music,2019-08-09 17:43:00,1 month,While I ride my bike go for a walk   I listen to my music.  Easy installation and even you can get them wet. They work !,1
279,1104,5,They are what they are...,2019-12-20 17:26:00,3 weeks,"Airpods do what they should. They are fine. Sadly, because they are Apple products, they cost too much money.",1
280,2522,5,Airpops,2022-05-15 20:13:00,4 months,Best apple product. It have the best sound and clarity.,1
281,2522,5,Christmas gift for my daughter,2020-01-11 20:36:00,1 month,"I purchased these air pods for my daughter as a Christmas gift after shopping around and hoping for the best price.  Best Buy had the same ""best price"" as several other retailers.  My daughter is enjoying them a lot.",1
282,2522,3,Too expensive.,2022-06-17 19:16:00,Not Available,These cost way too much money for what they are. My JVC earbuds cost 20 bucks and sound just as good.,0
283,2522,5,Take my money,2020-03-06 18:00:00,3 weeks,I love how these wireless headphones pair to any device automatically when you open the case. Apple made these really easy to use and the quality is awesome. I definitely recommend getting the extra insurance.,1
284,2522,5,Perfect little gift!,2021-05-28 15:55:00,1 month,Worked great! This was a birthday gift for my daughter. She loves them and uses them ALL OF THE TIME! I highly recommend these headphones.,1
285,2522,5,Best Earphones,2022-01-11 10:25:00,1 month,Best earphones. These airpods stay in your ear better than the pros. Great sound quality,1
